Nx = 31
Nt = 750
n/j; 0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 
253(10.12); 18.5912; 18.5912; 18.5491; 18.4654; 18.341; 18.1775; 17.9767; 17.741; 17.4732; 17.1764; 16.8541; 16.5101; 16.1483; 15.7731; 15.3888; 15; 14.6112; 14.2269; 13.8517; 13.4899; 13.1459; 12.8236; 12.5268; 12.259; 12.0233; 11.8225; 11.659; 11.5346; 11.4509; 11.4088; 11.4088; 
254(10.16); 18.5744; 18.5744; 18.5325; 18.4492; 18.3254; 18.1626; 17.9628; 17.7282; 17.4617; 17.1663; 16.8455; 16.503; 16.1429; 15.7695; 15.387; 15; 14.613; 14.2305; 13.8571; 13.497; 13.1545; 12.8337; 12.5383; 12.2718; 12.0372; 11.8374; 11.6746; 11.5508; 11.4675; 11.4256; 11.4256; 
255(10.2); 18.5577; 18.5577; 18.516; 18.4331; 18.3099; 18.1479; 17.949; 17.7155; 17.4502; 17.1562; 16.8368; 16.496; 16.1376; 15.7659; 15.3852; 15; 14.6148; 14.2341; 13.8624; 13.504; 13.1632; 12.8438; 12.5498; 12.2845; 12.051; 11.8521; 11.6901; 11.5669; 11.484; 11.4423; 11.4423; 
256(10.24); 18.5411; 18.5411; 18.4996; 18.417; 18.2944; 18.1332; 17.9352; 17.7028; 17.4388; 17.1461; 16.8283; 16.489; 16.1323; 15.7623; 15.3834; 15; 14.6166; 14.2377; 13.8677; 13.511; 13.1717; 12.8539; 12.5612; 12.2972; 12.0648; 11.8668; 11.7056; 11.583; 11.5004; 11.4589; 11.4589; 
257(10.28); 18.5246; 18.5246; 18.4833; 18.4011; 18.2791; 18.1186; 17.9215; 17.6902; 17.4274; 17.1361; 16.8197; 16.4821; 16.127; 15.7588; 15.3816; 15; 14.6184; 14.2412; 13.873; 13.5179; 13.1803; 12.8639; 12.5726; 12.3098; 12.0785; 11.8814; 11.7209; 11.5989; 11.5167; 11.4754; 11.4754; 
258(10.32); 18.5081; 18.5081; 18.467; 18.3852; 18.2637; 18.104; 17.9079; 17.6777; 17.416; 17.1261; 16.8112; 16.4751; 16.1218; 15.7552; 15.3798; 15; 14.6202; 14.2448; 13.8782; 13.5249; 13.1888; 12.8739; 12.584; 12.3223; 12.0921; 11.896; 11.7363; 11.6148; 11.533; 11.4919; 11.4919; 
259(10.36); 18.4918; 18.4918; 18.4508; 18.3694; 18.2485; 18.0895; 17.8943; 17.6652; 17.4048; 17.1162; 16.8028; 16.4683; 16.1165; 15.7517; 15.3781; 15; 14.6219; 14.2483; 13.8835; 13.5317; 13.1972; 12.8838; 12.5952; 12.3348; 12.1057; 11.9105; 11.7515; 11.6306; 11.5492; 11.5082; 11.5082; 
260(10.4); 18.4755; 18.4755; 18.4347; 18.3537; 18.2333; 18.0751; 17.8808; 17.6527; 17.3935; 17.1063; 16.7944; 16.4614; 16.1113; 15.7482; 15.3763; 15; 14.6237; 14.2518; 13.8887; 13.5386; 13.2056; 12.8937; 12.6065; 12.3473; 12.1192; 11.9249; 11.7667; 11.6463; 11.5653; 11.5245; 11.5245; 
261(10.44); 18.4592; 18.4592; 18.4187; 18.338; 18.2183; 18.0607; 17.8673; 17.6403; 17.3824; 17.0965; 16.786; 16.4546; 16.1061; 15.7447; 15.3745; 15; 14.6255; 14.2553; 13.8939; 13.5454; 13.214; 12.9035; 12.6176; 12.3597; 12.1327; 11.9393; 11.7817; 11.662; 11.5813; 11.5408; 11.5408; 
262(10.48); 18.4431; 18.4431; 18.4027; 18.3225; 18.2032; 18.0465; 17.854; 17.628; 17.3712; 17.0867; 16.7777; 16.4478; 16.101; 15.7412; 15.3728; 15; 14.6272; 14.2588; 13.899; 13.5522; 13.2223; 12.9133; 12.6288; 12.372; 12.146; 11.9535; 11.7968; 11.6775; 11.5973; 11.5569; 11.5569; 
263(10.52); 18.427; 18.427; 18.3868; 18.3069; 18.1883; 18.0322; 17.8406; 17.6157; 17.3602; 17.0769; 16.7694; 16.441; 16.0958; 15.7378; 15.3711; 15; 14.6289; 14.2622; 13.9042; 13.559; 13.2306; 12.9231; 12.6398; 12.3843; 12.1594; 11.9678; 11.8117; 11.6931; 11.6132; 11.573; 11.573; 
264(10.56); 18.411; 18.411; 18.371; 18.2915; 18.1734; 18.0181; 17.8274; 17.6035; 17.3492; 17.0673; 16.7611; 16.4343; 16.0907; 15.7343; 15.3693; 15; 14.6307; 14.2657; 13.9093; 13.5657; 13.2389; 12.9327; 12.6508; 12.3965; 12.1726; 11.9819; 11.8266; 11.7085; 11.629; 11.589; 11.589; 
265(10.6); 18.3951; 18.3951; 18.3553; 18.2761; 18.1586; 18.004; 17.8142; 17.5914; 17.3382; 17.0576; 16.7529; 16.4276; 16.0856; 15.7309; 15.3676; 15; 14.6324; 14.2691; 13.9144; 13.5724; 13.2471; 12.9424; 12.6618; 12.4086; 12.1858; 11.996; 11.8414; 11.7239; 11.6447; 11.6049; 11.6049; 
266(10.64); 18.3792; 18.3792; 18.3396; 18.2609; 18.1438; 17.99; 17.8011; 17.5793; 17.3273; 17.048; 16.7447; 16.421; 16.0806; 15.7275; 15.3659; 15; 14.6341; 14.2725; 13.9194; 13.579; 13.2553; 12.952; 12.6727; 12.4207; 12.1989; 12.01; 11.8562; 11.7391; 11.6604; 11.6208; 11.6208; 
267(10.68); 18.3635; 18.3635; 18.324; 18.2456; 18.1292; 17.976; 17.788; 17.5672; 17.3164; 17.0384; 16.7366; 16.4143; 16.0755; 15.7241; 15.3642; 15; 14.6358; 14.2759; 13.9245; 13.5857; 13.2634; 12.9616; 12.6836; 12.4328; 12.212; 12.024; 11.8708; 11.7544; 11.676; 11.6365; 11.6365; 
268(10.72); 18.3478; 18.3478; 18.3085; 18.2305; 18.1146; 17.9621; 17.775; 17.5553; 17.3056; 17.0289; 16.7285; 16.4077; 16.0705; 15.7207; 15.3625; 15; 14.6375; 14.2793; 13.9295; 13.5923; 13.2715; 12.9711; 12.6944; 12.4447; 12.225; 12.0379; 11.8854; 11.7695; 11.6915; 11.6522; 11.6522; 
269(10.76); 18.3321; 18.3321; 18.2931; 18.2154; 18.1; 17.9483; 17.762; 17.5433; 17.2949; 17.0195; 16.7204; 16.4012; 16.0655; 15.7173; 15.3608; 15; 14.6392; 14.2827; 13.9345; 13.5988; 13.2796; 12.9805; 12.7051; 12.4567; 12.238; 12.0517; 11.9; 11.7846; 11.7069; 11.6679; 11.6679; 
270(10.8); 18.3166; 18.3166; 18.2777; 18.2004; 18.0856; 17.9345; 17.7491; 17.5315; 17.2841; 17.01; 16.7124; 16.3946; 16.0605; 15.714; 15.3591; 15; 14.6409; 14.286; 13.9395; 13.6054; 13.2876; 12.99; 12.7159; 12.4685; 12.2509; 12.0655; 11.9144; 11.7996; 11.7223; 11.6834; 11.6834; 
271(10.84); 18.3011; 18.3011; 18.2624; 18.1855; 18.0711; 17.9208; 17.7363; 17.5197; 17.2735; 17.0007; 16.7044; 16.3881; 16.0556; 15.7107; 15.3574; 15; 14.6426; 14.2893; 13.9444; 13.6119; 13.2956; 12.9993; 12.7265; 12.4803; 12.2637; 12.0792; 11.9289; 11.8145; 11.7376; 11.6989; 11.6989; 
272(10.88); 18.2857; 18.2857; 18.2472; 18.1706; 18.0568; 17.9072; 17.7235; 17.5079; 17.2629; 16.9913; 16.6964; 16.3816; 16.0506; 15.7074; 15.3558; 15; 14.6442; 14.2926; 13.9494; 13.6184; 13.3036; 13.0087; 12.7371; 12.4921; 12.2765; 12.0928; 11.9432; 11.8294; 11.7528; 11.7143; 11.7143; 
273(10.92); 18.2704; 18.2704; 18.232; 18.1558; 18.0425; 17.8936; 17.7108; 17.4962; 17.2523; 16.982; 16.6885; 16.3752; 16.0457; 15.704; 15.3541; 15; 14.6459; 14.296; 13.9543; 13.6248; 13.3115; 13.018; 12.7477; 12.5038; 12.2892; 12.1064; 11.9575; 11.8442; 11.768; 11.7296; 11.7296; 
274(10.96); 18.2551; 18.2551; 18.2169; 18.1411; 18.0283; 17.8801; 17.6981; 17.4845; 17.2418; 16.9728; 16.6806; 16.3688; 16.0409; 15.7008; 15.3524; 15; 14.6476; 14.2992; 13.9591; 13.6312; 13.3194; 13.0272; 12.7582; 12.5155; 12.3019; 12.1199; 11.9717; 11.8589; 11.7831; 11.7449; 11.7449; 
275(11); 18.2399; 18.2399; 18.2019; 18.1264; 18.0142; 17.8667; 17.6856; 17.4729; 17.2313; 16.9636; 16.6728; 16.3624; 16.036; 15.6975; 15.3508; 15; 14.6492; 14.3025; 13.964; 13.6376; 13.3272; 13.0364; 12.7687; 12.5271; 12.3144; 12.1333; 11.9858; 11.8736; 11.7981; 11.7601; 11.7601; 
276(11.04); 18.2248; 18.2248; 18.187; 18.1118; 18.0001; 17.8533; 17.673; 17.4614; 17.2209; 16.9544; 16.665; 16.356; 16.0312; 15.6942; 15.3492; 15; 14.6508; 14.3058; 13.9688; 13.644; 13.335; 13.0456; 12.7791; 12.5386; 12.327; 12.1467; 11.9999; 11.8882; 11.813; 11.7752; 11.7752; 
277(11.08); 18.2097; 18.2097; 18.1721; 18.0973; 17.9861; 17.84; 17.6605; 17.4499; 17.2105; 16.9453; 16.6572; 16.3497; 16.0264; 15.691; 15.3475; 15; 14.6525; 14.309; 13.9736; 13.6503; 13.3428; 13.0547; 12.7895; 12.5501; 12.3395; 12.16; 12.0139; 11.9027; 11.8279; 11.7903; 11.7903; 
278(11.12); 18.1947; 18.1947; 18.1573; 18.0828; 17.9722; 17.8267; 17.6481; 17.4385; 17.2002; 16.9362; 16.6495; 16.3434; 16.0216; 15.6878; 15.3459; 15; 14.6541; 14.3122; 13.9784; 13.6566; 13.3505; 13.0638; 12.7998; 12.5615; 12.3519; 12.1733; 12.0278; 11.9172; 11.8427; 11.8053; 11.8053; 
279(11.16); 18.1798; 18.1798; 18.1425; 18.0684; 17.9583; 17.8135; 17.6358; 17.4271; 17.19; 16.9272; 16.6418; 16.3371; 16.0168; 15.6846; 15.3443; 15; 14.6557; 14.3154; 13.9832; 13.6629; 13.3582; 13.0728; 12.81; 12.5729; 12.3642; 12.1865; 12.0417; 11.9316; 11.8575; 11.8202; 11.8202; 
280(11.2); 18.165; 18.165; 18.1279; 18.0541; 17.9445; 17.8004; 17.6235; 17.4158; 17.1797; 16.9182; 16.6341; 16.3309; 16.0121; 15.6814; 15.3427; 15; 14.6573; 14.3186; 13.9879; 13.6691; 13.3659; 13.0818; 12.8203; 12.5842; 12.3765; 12.1996; 12.0555; 11.9459; 11.8721; 11.835; 11.835; 
281(11.24); 18.1502; 18.1502; 18.1133; 18.0398; 17.9308; 17.7873; 17.6112; 17.4045; 17.1696; 16.9092; 16.6265; 16.3247; 16.0073; 15.6782; 15.3411; 15; 14.6589; 14.3218; 13.9927; 13.6753; 13.3735; 13.0908; 12.8304; 12.5955; 12.3888; 12.2127; 12.0692; 11.9602; 11.8867; 11.8498; 11.8498; 
282(11.28); 18.1355; 18.1355; 18.0987; 18.0257; 17.9171; 17.7743; 17.599; 17.3933; 17.1594; 16.9003; 16.6189; 16.3185; 16.0026; 15.675; 15.3395; 15; 14.6605; 14.325; 13.9974; 13.6815; 13.3811; 13.0997; 12.8406; 12.6067; 12.401; 12.2257; 12.0829; 11.9743; 11.9013; 11.8645; 11.8645; 
283(11.32); 18.1209; 18.1209; 18.0843; 18.0115; 17.9035; 17.7614; 17.5869; 17.3821; 17.1494; 16.8914; 16.6113; 16.3123; 15.9979; 15.6719; 15.3379; 15; 14.6621; 14.3281; 14.0021; 13.6877; 13.3887; 13.1086; 12.8506; 12.6179; 12.4131; 12.2386; 12.0965; 11.9885; 11.9157; 11.8791; 11.8791; 
284(11.36); 18.1063; 18.1063; 18.0699; 17.9975; 17.8899; 17.7485; 17.5748; 17.371; 17.1393; 16.8826; 16.6038; 16.3062; 15.9933; 15.6687; 15.3363; 15; 14.6637; 14.3313; 14.0067; 13.6938; 13.3962; 13.1174; 12.8607; 12.629; 12.4252; 12.2515; 12.1101; 12.0025; 11.9301; 11.8937; 11.8937; 
285(11.4); 18.0918; 18.0918; 18.0556; 17.9835; 17.8764; 17.7357; 17.5628; 17.3599; 17.1293; 16.8738; 16.5963; 16.3001; 15.9887; 15.6656; 15.3348; 15; 14.6652; 14.3344; 14.0113; 13.6999; 13.4037; 13.1262; 12.8707; 12.6401; 12.4372; 12.2643; 12.1236; 12.0165; 11.9444; 11.9082; 11.9082; 
286(11.44); 18.0774; 18.0774; 18.0413; 17.9696; 17.863; 17.7229; 17.5508; 17.3489; 17.1194; 16.8651; 16.5889; 16.294; 15.984; 15.6625; 15.3332; 15; 14.6668; 14.3375; 14.016; 13.706; 13.4111; 13.1349; 12.8806; 12.6511; 12.4492; 12.2771; 12.137; 12.0304; 11.9587; 11.9226; 11.9226; 
287(11.48); 18.063; 18.063; 18.0271; 17.9557; 17.8496; 17.7102; 17.5389; 17.3379; 17.1095; 16.8564; 16.5814; 16.288; 15.9794; 15.6594; 15.3317; 15; 14.6683; 14.3406; 14.0206; 13.712; 13.4186; 13.1436; 12.8905; 12.6621; 12.4611; 12.2898; 12.1504; 12.0443; 11.9729; 11.937; 11.937; 
288(11.52); 18.0487; 18.0487; 18.013; 17.9419; 17.8363; 17.6975; 17.5271; 17.327; 17.0997; 16.8477; 16.5741; 16.282; 15.9749; 15.6563; 15.3301; 15; 14.6699; 14.3437; 14.0251; 13.718; 13.4259; 13.1523; 12.9003; 12.673; 12.4729; 12.3025; 12.1637; 12.0581; 11.987; 11.9513; 11.9513; 
289(11.56); 18.0345; 18.0345; 17.9989; 17.9282; 17.8231; 17.6849; 17.5153; 17.3162; 17.0899; 16.8391; 16.5667; 16.276; 15.9703; 15.6533; 15.3286; 15; 14.6714; 14.3467; 14.0297; 13.724; 13.4333; 13.1609; 12.9101; 12.6838; 12.4847; 12.3151; 12.1769; 12.0718; 12.0011; 11.9655; 11.9655; 
290(11.6); 18.0203; 18.0203; 17.9849; 17.9145; 17.8099; 17.6724; 17.5035; 17.3053; 17.0801; 16.8305; 16.5594; 16.27; 15.9658; 15.6502; 15.327; 15; 14.673; 14.3498; 14.0342; 13.73; 13.4406; 13.1695; 12.9199; 12.6947; 12.4965; 12.3276; 12.1901; 12.0855; 12.0151; 11.9797; 11.9797; 
291(11.64); 18.0062; 18.0062; 17.971; 17.9009; 17.7968; 17.6599; 17.4919; 17.2946; 17.0704; 16.8219; 16.5521; 16.2641; 15.9613; 15.6472; 15.3255; 15; 14.6745; 14.3528; 14.0387; 13.7359; 13.4479; 13.1781; 12.9296; 12.7054; 12.5081; 12.3401; 12.2032; 12.0991; 12.029; 11.9938; 11.9938; 
292(11.68); 17.9922; 17.9922; 17.9571; 17.8874; 17.7837; 17.6475; 17.4802; 17.2839; 17.0607; 16.8134; 16.5449; 16.2582; 15.9568; 15.6442; 15.324; 15; 14.676; 14.3558; 14.0432; 13.7418; 13.4551; 13.1866; 12.9393; 12.7161; 12.5198; 12.3525; 12.2163; 12.1126; 12.0429; 12.0078; 12.0078; 
293(11.72); 17.9782; 17.9782; 17.9433; 17.8739; 17.7708; 17.6351; 17.4686; 17.2732; 17.0511; 16.805; 16.5377; 16.2523; 15.9523; 15.6412; 15.3225; 15; 14.6775; 14.3588; 14.0477; 13.7477; 13.4623; 13.195; 12.9489; 12.7268; 12.5314; 12.3649; 12.2292; 12.1261; 12.0567; 12.0218; 12.0218; 
294(11.76); 17.9643; 17.9643; 17.9296; 17.8605; 17.7578; 17.6228; 17.4571; 17.2626; 17.0415; 16.7966; 16.5305; 16.2465; 15.9479; 15.6382; 15.321; 15; 14.679; 14.3618; 14.0521; 13.7535; 13.4695; 13.2034; 12.9585; 12.7374; 12.5429; 12.3772; 12.2422; 12.1395; 12.0704; 12.0357; 12.0357; 
295(11.8); 17.9505; 17.9505; 17.9159; 17.8471; 17.7449; 17.6106; 17.4457; 17.252; 17.032; 16.7882; 16.5234; 16.2407; 15.9435; 15.6352; 15.3195; 15; 14.6805; 14.3648; 14.0565; 13.7593; 13.4766; 13.2118; 12.968; 12.748; 12.5543; 12.3894; 12.2551; 12.1529; 12.0841; 12.0495; 12.0495; 
296(11.84); 17.9367; 17.9367; 17.9023; 17.8338; 17.7321; 17.5984; 17.4342; 17.2415; 17.0225; 16.7798; 16.5162; 16.2349; 15.9391; 15.6322; 15.318; 15; 14.682; 14.3678; 14.0609; 13.7651; 13.4838; 13.2202; 12.9775; 12.7585; 12.5658; 12.4016; 12.2679; 12.1662; 12.0977; 12.0633; 12.0633; 
297(11.88); 17.923; 17.923; 17.8887; 17.8206; 17.7194; 17.5863; 17.4229; 17.2311; 17.0131; 16.7715; 16.5092; 16.2291; 15.9347; 15.6293; 15.3165; 15; 14.6835; 14.3707; 14.0653; 13.7709; 13.4908; 13.2285; 12.9869; 12.7689; 12.5771; 12.4137; 12.2806; 12.1794; 12.1113; 12.077; 12.077; 
298(11.92); 17.9094; 17.9094; 17.8752; 17.8074; 17.7067; 17.5742; 17.4116; 17.2206; 17.0037; 16.7632; 16.5021; 16.2234; 15.9303; 15.6263; 15.315; 15; 14.685; 14.3737; 14.0697; 13.7766; 13.4979; 13.2368; 12.9963; 12.7794; 12.5884; 12.4258; 12.2933; 12.1926; 12.1248; 12.0906; 12.0906; 
299(11.96); 17.8958; 17.8958; 17.8618; 17.7943; 17.6941; 17.5622; 17.4003; 17.2103; 16.9943; 16.755; 16.4951; 16.2177; 15.926; 15.6234; 15.3135; 15; 14.6865; 14.3766; 14.074; 13.7823; 13.5049; 13.245; 13.0057; 12.7897; 12.5997; 12.4378; 12.3059; 12.2057; 12.1382; 12.1042; 12.1042; 
300(12); 17.8823; 17.8823; 17.8485; 17.7813; 17.6815; 17.5502; 17.3891; 17.2; 16.985; 16.7468; 16.4881; 16.212; 15.9217; 15.6205; 15.3121; 15; 14.6879; 14.3795; 14.0783; 13.788; 13.5119; 13.2532; 13.015; 12.8; 12.6109; 12.4498; 12.3185; 12.2187; 12.1515; 12.1177; 12.1177; 
301(12.04); 17.8688; 17.8688; 17.8352; 17.7683; 17.669; 17.5383; 17.378; 17.1897; 16.9758; 16.7387; 16.4812; 16.2063; 15.9174; 15.6176; 15.3106; 15; 14.6894; 14.3824; 14.0826; 13.7937; 13.5188; 13.2613; 13.0242; 12.8103; 12.622; 12.4617; 12.331; 12.2317; 12.1648; 12.1312; 12.1312; 
302(12.08); 17.8554; 17.8554; 17.8219; 17.7554; 17.6565; 17.5265; 17.3669; 17.1795; 16.9665; 16.7306; 16.4743; 16.2007; 15.9131; 15.6147; 15.3092; 15; 14.6908; 14.3853; 14.0869; 13.7993; 13.5257; 13.2694; 13.0335; 12.8205; 12.6331; 12.4735; 12.3435; 12.2446; 12.1781; 12.1446; 12.1446; 
303(12.12); 17.8421; 17.8421; 17.8088; 17.7425; 17.6441; 17.5147; 17.3558; 17.1693; 16.9574; 16.7225; 16.4674; 16.1951; 15.9088; 15.6119; 15.3077; 15; 14.6923; 14.3881; 14.0912; 13.8049; 13.5326; 13.2775; 13.0426; 12.8307; 12.6442; 12.4853; 12.3559; 12.2575; 12.1912; 12.1579; 12.1579; 
304(12.16); 17.8288; 17.8288; 17.7957; 17.7297; 17.6318; 17.503; 17.3448; 17.1592; 16.9482; 16.7144; 16.4605; 16.1895; 15.9046; 15.609; 15.3063; 15; 14.6937; 14.391; 14.0954; 13.8105; 13.5395; 13.2856; 13.0518; 12.8408; 12.6552; 12.497; 12.3682; 12.2703; 12.2043; 12.1712; 12.1712; 
305(12.2); 17.8156; 17.8156; 17.7826; 17.717; 17.6195; 17.4913; 17.3339; 17.1491; 16.9391; 16.7064; 16.4537; 16.184; 15.9003; 15.6062; 15.3049; 15; 14.6951; 14.3938; 14.0997; 13.816; 13.5463; 13.2936; 13.0609; 12.8509; 12.6661; 12.5087; 12.3805; 12.283; 12.2174; 12.1844; 12.1844; 
306(12.24); 17.8025; 17.8025; 17.7696; 17.7043; 17.6073; 17.4796; 17.323; 17.1391; 16.9301; 16.6985; 16.4469; 16.1784; 15.8961; 15.6033; 15.3034; 15; 14.6966; 14.3967; 14.1039; 13.8216; 13.5531; 13.3015; 13.0699; 12.8609; 12.677; 12.5204; 12.3927; 12.2957; 12.2304; 12.1975; 12.1975; 
307(12.28); 17.7894; 17.7894; 17.7567; 17.6917; 17.5951; 17.4681; 17.3121; 17.1291; 16.9211; 16.6905; 16.4402; 16.1729; 15.892; 15.6005; 15.302; 15; 14.698; 14.3995; 14.108; 13.8271; 13.5598; 13.3095; 13.0789; 12.8709; 12.6879; 12.5319; 12.4049; 12.3083; 12.2433; 12.2106; 12.2106; 
308(12.32); 17.7764; 17.7764; 17.7438; 17.6791; 17.583; 17.4566; 17.3013; 17.1191; 16.9121; 16.6826; 16.4335; 16.1675; 15.8878; 15.5977; 15.3006; 15; 14.6994; 14.4023; 14.1122; 13.8325; 13.5665; 13.3174; 13.0879; 12.8809; 12.6987; 12.5434; 12.417; 12.3209; 12.2562; 12.2236; 12.2236; 
309(12.36); 17.7634; 17.7634; 17.731; 17.6666; 17.5709; 17.4451; 17.2906; 17.1093; 16.9032; 16.6748; 16.4268; 16.162; 15.8837; 15.5949; 15.2992; 15; 14.7008; 14.4051; 14.1163; 13.838; 13.5732; 13.3252; 13.0968; 12.8907; 12.7094; 12.5549; 12.4291; 12.3334; 12.269; 12.2366; 12.2366; 
310(12.4); 17.7505; 17.7505; 17.7183; 17.6541; 17.5589; 17.4337; 17.2799; 17.0994; 16.8943; 16.667; 16.4201; 16.1566; 15.8795; 15.5921; 15.2978; 15; 14.7022; 14.4079; 14.1205; 13.8434; 13.5799; 13.333; 13.1057; 12.9006; 12.7201; 12.5663; 12.4411; 12.3459; 12.2817; 12.2495; 12.2495; 
311(12.44); 17.7377; 17.7377; 17.7056; 17.6418; 17.547; 17.4223; 17.2693; 17.0896; 16.8855; 16.6592; 16.4135; 16.1512; 15.8754; 15.5894; 15.2964; 15; 14.7036; 14.4106; 14.1246; 13.8488; 13.5865; 13.3408; 13.1145; 12.9104; 12.7307; 12.5777; 12.453; 12.3582; 12.2944; 12.2623; 12.2623; 
312(12.48); 17.7249; 17.7249; 17.6929; 17.6294; 17.5351; 17.411; 17.2587; 17.0799; 16.8767; 16.6515; 16.4069; 16.1458; 15.8713; 15.5866; 15.295; 15; 14.705; 14.4134; 14.1287; 13.8542; 13.5931; 13.3485; 13.1233; 12.9201; 12.7413; 12.589; 12.4649; 12.3706; 12.3071; 12.2751; 12.2751; 
313(12.52); 17.7122; 17.7122; 17.6804; 17.6172; 17.5232; 17.3998; 17.2481; 17.0701; 16.8679; 16.6437; 16.4003; 16.1405; 15.8673; 15.5839; 15.2937; 15; 14.7063; 14.4161; 14.1327; 13.8595; 13.5997; 13.3563; 13.1321; 12.9299; 12.7519; 12.6002; 12.4768; 12.3828; 12.3196; 12.2878; 12.2878; 
314(12.56); 17.6995; 17.6995; 17.6679; 17.6049; 17.5115; 17.3886; 17.2376; 17.0605; 16.8592; 16.6361; 16.3938; 16.1352; 15.8632; 15.5812; 15.2923; 15; 14.7077; 14.4188; 14.1368; 13.8648; 13.6062; 13.3639; 13.1408; 12.9395; 12.7624; 12.6114; 12.4885; 12.3951; 12.3321; 12.3005; 12.3005; 
315(12.6); 17.6869; 17.6869; 17.6554; 17.5928; 17.4997; 17.3774; 17.2272; 17.0509; 16.8505; 16.6284; 16.3873; 16.1299; 15.8592; 15.5785; 15.2909; 15; 14.7091; 14.4215; 14.1408; 13.8701; 13.6127; 13.3716; 13.1495; 12.9491; 12.7728; 12.6226; 12.5003; 12.4072; 12.3446; 12.3131; 12.3131; 
316(12.64); 17.6744; 17.6744; 17.643; 17.5807; 17.4881; 17.3663; 17.2168; 17.0413; 16.8419; 16.6208; 16.3808; 16.1246; 15.8552; 15.5758; 15.2896; 15; 14.7104; 14.4242; 14.1448; 13.8754; 13.6192; 13.3792; 13.1581; 12.9587; 12.7832; 12.6337; 12.5119; 12.4193; 12.357; 12.3256; 12.3256; 
317(12.68); 17.6619; 17.6619; 17.6307; 17.5686; 17.4765; 17.3553; 17.2064; 17.0318; 16.8333; 16.6133; 16.3744; 16.1193; 15.8512; 15.5731; 15.2882; 15; 14.7118; 14.4269; 14.1488; 13.8807; 13.6256; 13.3867; 13.1667; 12.9682; 12.7936; 12.6447; 12.5235; 12.4314; 12.3693; 12.3381; 12.3381; 
318(12.72); 17.6495; 17.6495; 17.6184; 17.5566; 17.4649; 17.3443; 17.1961; 17.0223; 16.8247; 16.6057; 16.3679; 16.1141; 15.8472; 15.5704; 15.2869; 15; 14.7131; 14.4296; 14.1528; 13.8859; 13.6321; 13.3943; 13.1753; 12.9777; 12.8039; 12.6557; 12.5351; 12.4434; 12.3816; 12.3505; 12.3505; 
319(12.76); 17.6371; 17.6371; 17.6062; 17.5447; 17.4534; 17.3333; 17.1859; 17.0128; 16.8162; 16.5982; 16.3616; 16.1089; 15.8433; 15.5677; 15.2855; 15; 14.7145; 14.4323; 14.1567; 13.8911; 13.6384; 13.4018; 13.1838; 12.9872; 12.8141; 12.6667; 12.5466; 12.4553; 12.3938; 12.3629; 12.3629; 
320(12.8); 17.6248; 17.6248; 17.594; 17.5328; 17.4419; 17.3224; 17.1757; 17.0034; 16.8077; 16.5908; 16.3552; 16.1037; 15.8393; 15.5651; 15.2842; 15; 14.7158; 14.4349; 14.1607; 13.8963; 13.6448; 13.4092; 13.1923; 12.9966; 12.8243; 12.6776; 12.5581; 12.4672; 12.406; 12.3752; 12.3752; 
321(12.84); 17.6125; 17.6125; 17.5819; 17.521; 17.4305; 17.3116; 17.1655; 16.9941; 16.7993; 16.5834; 16.3489; 16.0986; 15.8354; 15.5624; 15.2829; 15; 14.7171; 14.4376; 14.1646; 13.9014; 13.6511; 13.4166; 13.2007; 13.0059; 12.8345; 12.6884; 12.5695; 12.479; 12.4181; 12.3875; 12.3875; 
322(12.88); 17.6003; 17.6003; 17.5699; 17.5092; 17.4192; 17.3008; 17.1554; 16.9848; 16.7909; 16.576; 16.3426; 16.0935; 15.8315; 15.5598; 15.2816; 15; 14.7184; 14.4402; 14.1685; 13.9065; 13.6574; 13.424; 13.2091; 13.0152; 12.8446; 12.6992; 12.5808; 12.4908; 12.4301; 12.3997; 12.3997; 
323(12.92); 17.5882; 17.5882; 17.5579; 17.4975; 17.4079; 17.2901; 17.1454; 16.9755; 16.7825; 16.5686; 16.3363; 16.0884; 15.8276; 15.5572; 15.2802; 15; 14.7198; 14.4428; 14.1724; 13.9116; 13.6637; 13.4314; 13.2175; 13.0245; 12.8546; 12.7099; 12.5921; 12.5025; 12.4421; 12.4118; 12.4118; 
324(12.96); 17.5761; 17.5761; 17.5459; 17.4859; 17.3967; 17.2794; 17.1354; 16.9663; 16.7742; 16.5613; 16.3301; 16.0833; 15.8238; 15.5546; 15.2789; 15; 14.7211; 14.4454; 14.1762; 13.9167; 13.6699; 13.4387; 13.2258; 13.0337; 12.8646; 12.7206; 12.6033; 12.5141; 12.4541; 12.4239; 12.4239; 
325(13); 17.5641; 17.5641; 17.534; 17.4743; 17.3855; 17.2687; 17.1254; 16.9571; 16.7659; 16.554; 16.3239; 16.0782; 15.8199; 15.552; 15.2776; 15; 14.7224; 14.448; 14.1801; 13.9218; 13.6761; 13.446; 13.2341; 13.0429; 12.8746; 12.7313; 12.6145; 12.5257; 12.466; 12.4359; 12.4359; 
