Nx = 31
Nt = 750
n/j; 0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 
582(23.28); 15.7704; 15.7704; 15.7614; 15.7434; 15.7168; 15.6817; 15.6386; 15.5881; 15.5306; 15.4669; 15.3978; 15.324; 15.2464; 15.1659; 15.0834; 15; 14.9166; 14.8341; 14.7536; 14.676; 14.6022; 14.5331; 14.4694; 14.4119; 14.3614; 14.3183; 14.2832; 14.2566; 14.2386; 14.2296; 14.2296; 
583(23.32); 15.7668; 15.7668; 15.7578; 15.74; 15.7134; 15.6785; 15.6356; 15.5853; 15.5281; 15.4647; 15.3959; 15.3225; 15.2452; 15.1651; 15.083; 15; 14.917; 14.8349; 14.7548; 14.6775; 14.6041; 14.5353; 14.4719; 14.4147; 14.3644; 14.3215; 14.2866; 14.26; 14.2422; 14.2332; 14.2332; 
584(23.36); 15.7632; 15.7632; 15.7543; 15.7365; 15.7101; 15.6753; 15.6327; 15.5826; 15.5257; 15.4626; 15.3941; 15.321; 15.2441; 15.1643; 15.0826; 15; 14.9174; 14.8357; 14.7559; 14.679; 14.6059; 14.5374; 14.4743; 14.4174; 14.3673; 14.3247; 14.2899; 14.2635; 14.2457; 14.2368; 14.2368; 
585(23.4); 15.7597; 15.7597; 15.7508; 15.7331; 15.7068; 15.6722; 15.6297; 15.5799; 15.5232; 15.4604; 15.3922; 15.3195; 15.2429; 15.1635; 15.0823; 15; 14.9177; 14.8365; 14.7571; 14.6805; 14.6078; 14.5396; 14.4768; 14.4201; 14.3703; 14.3278; 14.2932; 14.2669; 14.2492; 14.2403; 14.2403; 
586(23.44); 15.7561; 15.7561; 15.7473; 15.7296; 15.7035; 15.669; 15.6268; 15.5771; 15.5208; 15.4583; 15.3904; 15.318; 15.2418; 15.1628; 15.0819; 15; 14.9181; 14.8372; 14.7582; 14.682; 14.6096; 14.5417; 14.4792; 14.4229; 14.3732; 14.331; 14.2965; 14.2704; 14.2527; 14.2439; 14.2439; 
587(23.48); 15.7526; 15.7526; 15.7438; 15.7262; 15.7002; 15.6659; 15.6238; 15.5745; 15.5183; 15.4561; 15.3886; 15.3165; 15.2407; 15.162; 15.0815; 15; 14.9185; 14.838; 14.7593; 14.6835; 14.6114; 14.5439; 14.4817; 14.4255; 14.3762; 14.3341; 14.2998; 14.2738; 14.2562; 14.2474; 14.2474; 
588(23.52); 15.7491; 15.7491; 15.7403; 15.7229; 15.6969; 15.6628; 15.6209; 15.5718; 15.5159; 15.454; 15.3868; 15.315; 15.2395; 15.1613; 15.0811; 15; 14.9189; 14.8387; 14.7605; 14.685; 14.6132; 14.546; 14.4841; 14.4282; 14.3791; 14.3372; 14.3031; 14.2771; 14.2597; 14.2509; 14.2509; 
589(23.56); 15.7456; 15.7456; 15.7369; 15.7195; 15.6937; 15.6597; 15.618; 15.5691; 15.5135; 15.4519; 15.385; 15.3135; 15.2384; 15.1605; 15.0807; 15; 14.9193; 14.8395; 14.7616; 14.6865; 14.615; 14.5481; 14.4865; 14.4309; 14.382; 14.3403; 14.3063; 14.2805; 14.2631; 14.2544; 14.2544; 
590(23.6); 15.7421; 15.7421; 15.7334; 15.7161; 15.6904; 15.6566; 15.6151; 15.5664; 15.5111; 15.4498; 15.3832; 15.3121; 15.2373; 15.1598; 15.0804; 15; 14.9196; 14.8402; 14.7627; 14.6879; 14.6168; 14.5502; 14.4889; 14.4336; 14.3849; 14.3434; 14.3096; 14.2839; 14.2666; 14.2579; 14.2579; 
591(23.64); 15.7387; 15.7387; 15.73; 15.7128; 15.6872; 15.6536; 15.6123; 15.5638; 15.5087; 15.4477; 15.3814; 15.3106; 15.2362; 15.159; 15.08; 15; 14.92; 14.841; 14.7638; 14.6894; 14.6186; 14.5523; 14.4913; 14.4362; 14.3877; 14.3464; 14.3128; 14.2872; 14.27; 14.2613; 14.2613; 
592(23.68); 15.7352; 15.7352; 15.7266; 15.7095; 15.684; 15.6505; 15.6094; 15.5612; 15.5063; 15.4456; 15.3796; 15.3092; 15.2351; 15.1583; 15.0796; 15; 14.9204; 14.8417; 14.7649; 14.6908; 14.6204; 14.5544; 14.4937; 14.4388; 14.3906; 14.3495; 14.316; 14.2905; 14.2734; 14.2648; 14.2648; 
593(23.72); 15.7318; 15.7318; 15.7232; 15.7061; 15.6808; 15.6475; 15.6066; 15.5586; 15.504; 15.4435; 15.3778; 15.3077; 15.234; 15.1575; 15.0792; 15; 14.9208; 14.8425; 14.766; 14.6923; 14.6222; 14.5565; 14.496; 14.4414; 14.3934; 14.3525; 14.3192; 14.2939; 14.2768; 14.2682; 14.2682; 
594(23.76); 15.7284; 15.7284; 15.7198; 15.7028; 15.6776; 15.6445; 15.6037; 15.5559; 15.5016; 15.4414; 15.3761; 15.3063; 15.2329; 15.1568; 15.0789; 15; 14.9211; 14.8432; 14.7671; 14.6937; 14.6239; 14.5586; 14.4984; 14.4441; 14.3963; 14.3555; 14.3224; 14.2972; 14.2802; 14.2716; 14.2716; 
595(23.8); 15.725; 15.725; 15.7165; 15.6996; 15.6745; 15.6415; 15.6009; 15.5533; 15.4993; 15.4394; 15.3743; 15.3049; 15.2318; 15.1561; 15.0785; 15; 14.9215; 14.8439; 14.7682; 14.6951; 14.6257; 14.5606; 14.5007; 14.4467; 14.3991; 14.3585; 14.3255; 14.3004; 14.2835; 14.275; 14.275; 
596(23.84); 15.7216; 15.7216; 15.7131; 15.6963; 15.6713; 15.6385; 15.5981; 15.5508; 15.497; 15.4373; 15.3726; 15.3034; 15.2307; 15.1553; 15.0781; 15; 14.9219; 14.8447; 14.7693; 14.6966; 14.6274; 14.5627; 14.503; 14.4492; 14.4019; 14.3615; 14.3287; 14.3037; 14.2869; 14.2784; 14.2784; 
597(23.88); 15.7182; 15.7182; 15.7098; 15.693; 15.6682; 15.6355; 15.5953; 15.5482; 15.4946; 15.4353; 15.3708; 15.302; 15.2297; 15.1546; 15.0778; 15; 14.9222; 14.8454; 14.7703; 14.698; 14.6292; 14.5647; 14.5054; 14.4518; 14.4047; 14.3645; 14.3318; 14.307; 14.2902; 14.2818; 14.2818; 
598(23.92); 15.7149; 15.7149; 15.7065; 15.6898; 15.6651; 15.6325; 15.5925; 15.5456; 15.4923; 15.4332; 15.3691; 15.3006; 15.2286; 15.1539; 15.0774; 15; 14.9226; 14.8461; 14.7714; 14.6994; 14.6309; 14.5668; 14.5077; 14.4544; 14.4075; 14.3675; 14.3349; 14.3102; 14.2935; 14.2851; 14.2851; 
599(23.96); 15.7115; 15.7115; 15.7032; 15.6866; 15.662; 15.6296; 15.5898; 15.5431; 15.49; 15.4312; 15.3674; 15.2992; 15.2275; 15.1532; 15.077; 15; 14.923; 14.8468; 14.7725; 14.7008; 14.6326; 14.5688; 14.51; 14.4569; 14.4102; 14.3704; 14.338; 14.3134; 14.2968; 14.2885; 14.2885; 
600(24); 15.7082; 15.7082; 15.6999; 15.6834; 15.6589; 15.6266; 15.587; 15.5406; 15.4877; 15.4292; 15.3657; 15.2978; 15.2265; 15.1525; 15.0767; 15; 14.9233; 14.8475; 14.7735; 14.7022; 14.6343; 14.5708; 14.5123; 14.4594; 14.413; 14.3734; 14.3411; 14.3166; 14.3001; 14.2918; 14.2918; 
601(24.04); 15.7049; 15.7049; 15.6966; 15.6802; 15.6558; 15.6237; 15.5843; 15.538; 15.4855; 15.4272; 15.3639; 15.2964; 15.2254; 15.1518; 15.0763; 15; 14.9237; 14.8482; 14.7746; 14.7036; 14.6361; 14.5728; 14.5145; 14.462; 14.4157; 14.3763; 14.3442; 14.3198; 14.3034; 14.2951; 14.2951; 
602(24.08); 15.7016; 15.7016; 15.6934; 15.677; 15.6527; 15.6208; 15.5816; 15.5355; 15.4832; 15.4252; 15.3622; 15.295; 15.2244; 15.151; 15.076; 15; 14.924; 14.849; 14.7756; 14.705; 14.6378; 14.5748; 14.5168; 14.4645; 14.4184; 14.3792; 14.3473; 14.323; 14.3066; 14.2984; 14.2984; 
603(24.12); 15.6983; 15.6983; 15.6901; 15.6739; 15.6497; 15.6179; 15.5788; 15.533; 15.4809; 15.4232; 15.3606; 15.2937; 15.2233; 15.1503; 15.0756; 15; 14.9244; 14.8497; 14.7767; 14.7063; 14.6394; 14.5768; 14.5191; 14.467; 14.4212; 14.3821; 14.3503; 14.3261; 14.3099; 14.3017; 14.3017; 
604(24.16); 15.6951; 15.6951; 15.6869; 15.6707; 15.6467; 15.615; 15.5761; 15.5305; 15.4787; 15.4213; 15.3589; 15.2923; 15.2223; 15.1496; 15.0753; 15; 14.9247; 14.8504; 14.7777; 14.7077; 14.6411; 14.5787; 14.5213; 14.4695; 14.4239; 14.385; 14.3533; 14.3293; 14.3131; 14.3049; 14.3049; 
605(24.2); 15.6918; 15.6918; 15.6837; 15.6676; 15.6436; 15.6121; 15.5735; 15.5281; 15.4765; 15.4193; 15.3572; 15.2909; 15.2212; 15.1489; 15.0749; 15; 14.9251; 14.8511; 14.7788; 14.7091; 14.6428; 14.5807; 14.5235; 14.4719; 14.4265; 14.3879; 14.3564; 14.3324; 14.3163; 14.3082; 14.3082; 
606(24.24); 15.6886; 15.6886; 15.6805; 15.6645; 15.6406; 15.6093; 15.5708; 15.5256; 15.4742; 15.4173; 15.3555; 15.2896; 15.2202; 15.1482; 15.0746; 15; 14.9254; 14.8518; 14.7798; 14.7104; 14.6445; 14.5827; 14.5258; 14.4744; 14.4292; 14.3907; 14.3594; 14.3355; 14.3195; 14.3114; 14.3114; 
607(24.28); 15.6854; 15.6854; 15.6773; 15.6614; 15.6376; 15.6064; 15.5681; 15.5231; 15.472; 15.4154; 15.3539; 15.2882; 15.2192; 15.1476; 15.0742; 15; 14.9258; 14.8524; 14.7808; 14.7118; 14.6461; 14.5846; 14.528; 14.4769; 14.4319; 14.3936; 14.3624; 14.3386; 14.3227; 14.3146; 14.3146; 
608(24.32); 15.6822; 15.6822; 15.6742; 15.6583; 15.6347; 15.6036; 15.5655; 15.5207; 15.4698; 15.4134; 15.3522; 15.2869; 15.2181; 15.1469; 15.0739; 15; 14.9261; 14.8531; 14.7819; 14.7131; 14.6478; 14.5866; 14.5302; 14.4793; 14.4345; 14.3964; 14.3653; 14.3417; 14.3258; 14.3178; 14.3178; 
609(24.36); 15.679; 15.679; 15.671; 15.6552; 15.6317; 15.6008; 15.5628; 15.5183; 15.4676; 15.4115; 15.3506; 15.2855; 15.2171; 15.1462; 15.0735; 15; 14.9265; 14.8538; 14.7829; 14.7145; 14.6494; 14.5885; 14.5324; 14.4817; 14.4372; 14.3992; 14.3683; 14.3448; 14.329; 14.321; 14.321; 
610(24.4); 15.6758; 15.6758; 15.6679; 15.6522; 15.6288; 15.598; 15.5602; 15.5158; 15.4654; 15.4096; 15.3489; 15.2842; 15.2161; 15.1455; 15.0732; 15; 14.9268; 14.8545; 14.7839; 14.7158; 14.6511; 14.5904; 14.5346; 14.4842; 14.4398; 14.402; 14.3712; 14.3478; 14.3321; 14.3242; 14.3242; 
611(24.44); 15.6727; 15.6727; 15.6648; 15.6491; 15.6258; 15.5952; 15.5576; 15.5134; 15.4633; 15.4077; 15.3473; 15.2829; 15.2151; 15.1448; 15.0728; 15; 14.9272; 14.8552; 14.7849; 14.7171; 14.6527; 14.5923; 14.5367; 14.4866; 14.4424; 14.4048; 14.3742; 14.3509; 14.3352; 14.3273; 14.3273; 
612(24.48); 15.6695; 15.6695; 15.6617; 15.6461; 15.6229; 15.5924; 15.555; 15.511; 15.4611; 15.4058; 15.3457; 15.2815; 15.2141; 15.1441; 15.0725; 15; 14.9275; 14.8559; 14.7859; 14.7185; 14.6543; 14.5942; 14.5389; 14.489; 14.445; 14.4076; 14.3771; 14.3539; 14.3383; 14.3305; 14.3305; 
613(24.52); 15.6664; 15.6664; 15.6586; 15.6431; 15.62; 15.5896; 15.5524; 15.5087; 15.459; 15.4039; 15.3441; 15.2802; 15.2131; 15.1435; 15.0722; 15; 14.9278; 14.8565; 14.7869; 14.7198; 14.6559; 14.5961; 14.541; 14.4913; 14.4476; 14.4104; 14.38; 14.3569; 14.3414; 14.3336; 14.3336; 
614(24.56); 15.6633; 15.6633; 15.6555; 15.6401; 15.6171; 15.5869; 15.5498; 15.5063; 15.4568; 15.402; 15.3425; 15.2789; 15.2121; 15.1428; 15.0718; 15; 14.9282; 14.8572; 14.7879; 14.7211; 14.6575; 14.598; 14.5432; 14.4937; 14.4502; 14.4131; 14.3829; 14.3599; 14.3445; 14.3367; 14.3367; 
615(24.6); 15.6602; 15.6602; 15.6525; 15.6371; 15.6142; 15.5842; 15.5472; 15.5039; 15.4547; 15.4001; 15.3409; 15.2776; 15.2111; 15.1421; 15.0715; 15; 14.9285; 14.8579; 14.7889; 14.7224; 14.6591; 14.5999; 14.5453; 14.4961; 14.4528; 14.4158; 14.3858; 14.3629; 14.3475; 14.3398; 14.3398; 
616(24.64); 15.6571; 15.6571; 15.6494; 15.6341; 15.6113; 15.5814; 15.5447; 15.5016; 15.4526; 15.3983; 15.3393; 15.2763; 15.2101; 15.1415; 15.0712; 15; 14.9288; 14.8585; 14.7899; 14.7237; 14.6607; 14.6017; 14.5474; 14.4984; 14.4553; 14.4186; 14.3887; 14.3659; 14.3506; 14.3429; 14.3429; 
617(24.68); 15.6541; 15.6541; 15.6464; 15.6311; 15.6085; 15.5787; 15.5421; 15.4992; 15.4505; 15.3964; 15.3377; 15.275; 15.2091; 15.1408; 15.0708; 15; 14.9292; 14.8592; 14.7909; 14.725; 14.6623; 14.6036; 14.5495; 14.5008; 14.4579; 14.4213; 14.3915; 14.3689; 14.3536; 14.3459; 14.3459; 
618(24.72); 15.651; 15.651; 15.6434; 15.6282; 15.6057; 15.576; 15.5396; 15.4969; 15.4483; 15.3945; 15.3361; 15.2737; 15.2082; 15.1402; 15.0705; 15; 14.9295; 14.8598; 14.7918; 14.7263; 14.6639; 14.6055; 14.5517; 14.5031; 14.4604; 14.424; 14.3943; 14.3718; 14.3566; 14.349; 14.349; 
619(24.76); 15.648; 15.648; 15.6404; 15.6253; 15.6028; 15.5733; 15.5371; 15.4946; 15.4463; 15.3927; 15.3345; 15.2725; 15.2072; 15.1395; 15.0702; 15; 14.9298; 14.8605; 14.7928; 14.7275; 14.6655; 14.6073; 14.5537; 14.5054; 14.4629; 14.4267; 14.3972; 14.3747; 14.3596; 14.352; 14.352; 
620(24.8); 15.6449; 15.6449; 15.6374; 15.6223; 15.6; 15.5706; 15.5346; 15.4923; 15.4442; 15.3909; 15.333; 15.2712; 15.2062; 15.1388; 15.0698; 15; 14.9302; 14.8612; 14.7938; 14.7288; 14.667; 14.6091; 14.5558; 14.5077; 14.4654; 14.4294; 14.4; 14.3777; 14.3626; 14.3551; 14.3551; 
621(24.84); 15.6419; 15.6419; 15.6344; 15.6194; 15.5972; 15.568; 15.5321; 15.49; 15.4421; 15.389; 15.3314; 15.2699; 15.2053; 15.1382; 15.0695; 15; 14.9305; 14.8618; 14.7947; 14.7301; 14.6686; 14.611; 14.5579; 14.51; 14.4679; 14.432; 14.4028; 14.3806; 14.3656; 14.3581; 14.3581; 
622(24.88); 15.6389; 15.6389; 15.6314; 15.6165; 15.5944; 15.5653; 15.5296; 15.4877; 15.44; 15.3872; 15.3299; 15.2687; 15.2043; 15.1376; 15.0692; 15; 14.9308; 14.8624; 14.7957; 14.7313; 14.6701; 14.6128; 14.56; 14.5123; 14.4704; 14.4347; 14.4056; 14.3835; 14.3686; 14.3611; 14.3611; 
623(24.92); 15.6359; 15.6359; 15.6285; 15.6137; 15.5916; 15.5627; 15.5271; 15.4854; 15.438; 15.3854; 15.3283; 15.2674; 15.2034; 15.1369; 15.0689; 15; 14.9311; 14.8631; 14.7966; 14.7326; 14.6717; 14.6146; 14.562; 14.5146; 14.4729; 14.4373; 14.4084; 14.3863; 14.3715; 14.3641; 14.3641; 
624(24.96); 15.633; 15.633; 15.6256; 15.6108; 15.5889; 15.5601; 15.5247; 15.4831; 15.4359; 15.3836; 15.3268; 15.2662; 15.2024; 15.1363; 15.0685; 15; 14.9315; 14.8637; 14.7976; 14.7338; 14.6732; 14.6164; 14.5641; 14.5169; 14.4753; 14.4399; 14.4111; 14.3892; 14.3744; 14.367; 14.367; 
625(25); 15.63; 15.63; 15.6226; 15.608; 15.5861; 15.5575; 15.5222; 15.4809; 15.4339; 15.3818; 15.3253; 15.2649; 15.2015; 15.1356; 15.0682; 15; 14.9318; 14.8644; 14.7985; 14.7351; 14.6747; 14.6182; 14.5661; 14.5191; 14.4778; 14.4425; 14.4139; 14.392; 14.3774; 14.37; 14.37; 
626(25.04); 15.6271; 15.6271; 15.6197; 15.6051; 15.5834; 15.5548; 15.5198; 15.4786; 15.4319; 15.3801; 15.3238; 15.2637; 15.2005; 15.135; 15.0679; 15; 14.9321; 14.865; 14.7995; 14.7363; 14.6762; 14.6199; 14.5681; 14.5214; 14.4802; 14.4452; 14.4166; 14.3949; 14.3803; 14.3729; 14.3729; 
627(25.08); 15.6242; 15.6242; 15.6168; 15.6023; 15.5807; 15.5523; 15.5174; 15.4764; 15.4299; 15.3783; 15.3223; 15.2625; 15.1996; 15.1344; 15.0676; 15; 14.9324; 14.8656; 14.8004; 14.7375; 14.6777; 14.6217; 14.5701; 14.5236; 14.4826; 14.4477; 14.4193; 14.3977; 14.3832; 14.3758; 14.3758; 
628(25.12); 15.6212; 15.6212; 15.614; 15.5995; 15.578; 15.5497; 15.515; 15.4742; 15.4279; 15.3765; 15.3208; 15.2612; 15.1987; 15.1337; 15.0673; 15; 14.9327; 14.8663; 14.8013; 14.7388; 14.6792; 14.6235; 14.5721; 14.5258; 14.485; 14.4503; 14.422; 14.4005; 14.386; 14.3788; 14.3788; 
629(25.16); 15.6183; 15.6183; 15.6111; 15.5967; 15.5753; 15.5471; 15.5125; 15.472; 15.4259; 15.3748; 15.3193; 15.26; 15.1977; 15.1331; 15.067; 15; 14.933; 14.8669; 14.8023; 14.74; 14.6807; 14.6252; 14.5741; 14.528; 14.4875; 14.4529; 14.4247; 14.4033; 14.3889; 14.3817; 14.3817; 
630(25.2); 15.6155; 15.6155; 15.6082; 15.5939; 15.5726; 15.5446; 15.5102; 15.4698; 15.4239; 15.373; 15.3178; 15.2588; 15.1968; 15.1325; 15.0666; 15; 14.9334; 14.8675; 14.8032; 14.7412; 14.6822; 14.627; 14.5761; 14.5302; 14.4898; 14.4554; 14.4274; 14.4061; 14.3918; 14.3845; 14.3845; 
631(25.24); 15.6126; 15.6126; 15.6054; 15.5911; 15.5699; 15.542; 15.5078; 15.4676; 15.4219; 15.3713; 15.3163; 15.2576; 15.1959; 15.1319; 15.0663; 15; 14.9337; 14.8681; 14.8041; 14.7424; 14.6837; 14.6287; 14.5781; 14.5324; 14.4922; 14.458; 14.4301; 14.4089; 14.3946; 14.3874; 14.3874; 
632(25.28); 15.6097; 15.6097; 15.6026; 15.5884; 15.5673; 15.5395; 15.5054; 15.4654; 15.4199; 15.3695; 15.3148; 15.2564; 15.195; 15.1313; 15.066; 15; 14.934; 14.8687; 14.805; 14.7436; 14.6852; 14.6305; 14.5801; 14.5346; 14.4946; 14.4605; 14.4327; 14.4116; 14.3974; 14.3903; 14.3903; 
633(25.32); 15.6069; 15.6069; 15.5998; 15.5856; 15.5646; 15.537; 15.503; 15.4632; 15.418; 15.3678; 15.3133; 15.2552; 15.1941; 15.1307; 15.0657; 15; 14.9343; 14.8693; 14.8059; 14.7448; 14.6867; 14.6322; 14.582; 14.5368; 14.497; 14.463; 14.4354; 14.4144; 14.4002; 14.3931; 14.3931; 
634(25.36); 15.604; 15.604; 15.597; 15.5829; 15.562; 15.5345; 15.5007; 15.4611; 15.416; 15.3661; 15.3119; 15.254; 15.1932; 15.13; 15.0654; 15; 14.9346; 14.87; 14.8068; 14.746; 14.6881; 14.6339; 14.584; 14.5389; 14.4993; 14.4655; 14.438; 14.4171; 14.403; 14.396; 14.396; 
635(25.4); 15.6012; 15.6012; 15.5942; 15.5802; 15.5593; 15.532; 15.4984; 15.4589; 15.4141; 15.3644; 15.3104; 15.2528; 15.1923; 15.1294; 15.0651; 15; 14.9349; 14.8706; 14.8077; 14.7472; 14.6896; 14.6356; 14.5859; 14.5411; 14.5016; 14.468; 14.4407; 14.4198; 14.4058; 14.3988; 14.3988; 
636(25.44); 15.5984; 15.5984; 15.5914; 15.5775; 15.5567; 15.5295; 15.496; 15.4568; 15.4121; 15.3627; 15.309; 15.2516; 15.1914; 15.1288; 15.0648; 15; 14.9352; 14.8712; 14.8086; 14.7484; 14.691; 14.6373; 14.5879; 14.5432; 14.504; 14.4705; 14.4433; 14.4225; 14.4086; 14.4016; 14.4016; 
637(25.48); 15.5956; 15.5956; 15.5886; 15.5748; 15.5541; 15.527; 15.4937; 15.4546; 15.4102; 15.361; 15.3075; 15.2505; 15.1905; 15.1282; 15.0645; 15; 14.9355; 14.8718; 14.8095; 14.7495; 14.6925; 14.639; 14.5898; 14.5454; 14.5063; 14.473; 14.4459; 14.4252; 14.4114; 14.4044; 14.4044; 
638(25.52); 15.5928; 15.5928; 15.5859; 15.5721; 15.5515; 15.5246; 15.4914; 15.4525; 15.4083; 15.3593; 15.3061; 15.2493; 15.1896; 15.1276; 15.0642; 15; 14.9358; 14.8724; 14.8104; 14.7507; 14.6939; 14.6407; 14.5917; 14.5475; 14.5086; 14.4754; 14.4485; 14.4279; 14.4141; 14.4072; 14.4072; 
639(25.56); 15.5901; 15.5901; 15.5832; 15.5694; 15.549; 15.5221; 15.4891; 15.4504; 15.4064; 15.3576; 15.3047; 15.2481; 15.1887; 15.127; 15.0639; 15; 14.9361; 14.873; 14.8113; 14.7519; 14.6953; 14.6424; 14.5936; 14.5496; 14.5109; 14.4779; 14.451; 14.4306; 14.4168; 14.4099; 14.4099; 
640(25.6); 15.5873; 15.5873; 15.5804; 15.5667; 15.5464; 15.5197; 15.4868; 15.4483; 15.4045; 15.356; 15.3032; 15.247; 15.1878; 15.1264; 15.0636; 15; 14.9364; 14.8736; 14.8122; 14.753; 14.6968; 14.644; 14.5955; 14.5517; 14.5132; 14.4803; 14.4536; 14.4333; 14.4196; 14.4127; 14.4127; 
641(25.64); 15.5846; 15.5846; 15.5777; 15.5641; 15.5439; 15.5172; 15.4846; 15.4462; 15.4026; 15.3543; 15.3018; 15.2458; 15.1869; 15.1259; 15.0633; 15; 14.9367; 14.8741; 14.8131; 14.7542; 14.6982; 14.6457; 14.5974; 14.5538; 14.5154; 14.4828; 14.4561; 14.4359; 14.4223; 14.4154; 14.4154; 
642(25.68); 15.5819; 15.5819; 15.575; 15.5615; 15.5413; 15.5148; 15.4823; 15.4441; 15.4007; 15.3526; 15.3004; 15.2447; 15.1861; 15.1253; 15.063; 15; 14.937; 14.8747; 14.8139; 14.7553; 14.6996; 14.6474; 14.5993; 14.5559; 14.5177; 14.4852; 14.4587; 14.4385; 14.425; 14.4181; 14.4181; 
643(25.72); 15.5791; 15.5791; 15.5723; 15.5588; 15.5388; 15.5124; 15.4801; 15.442; 15.3989; 15.351; 15.299; 15.2435; 15.1852; 15.1247; 15.0627; 15; 14.9373; 14.8753; 14.8148; 14.7565; 14.701; 14.649; 14.6011; 14.558; 14.5199; 14.4876; 14.4612; 14.4412; 14.4277; 14.4209; 14.4209; 
644(25.76); 15.5764; 15.5764; 15.5697; 15.5562; 15.5363; 15.51; 15.4778; 15.44; 15.397; 15.3494; 15.2976; 15.2424; 15.1843; 15.1241; 15.0624; 15; 14.9376; 14.8759; 14.8157; 14.7576; 14.7024; 14.6506; 14.603; 14.56; 14.5222; 14.49; 14.4637; 14.4438; 14.4303; 14.4236; 14.4236; 
645(25.8); 15.5737; 15.5737; 15.567; 15.5536; 15.5338; 15.5077; 15.4756; 15.4379; 15.3951; 15.3477; 15.2962; 15.2413; 15.1835; 15.1235; 15.0621; 15; 14.9379; 14.8765; 14.8165; 14.7587; 14.7038; 14.6523; 14.6049; 14.5621; 14.5244; 14.4923; 14.4662; 14.4464; 14.433; 14.4263; 14.4263; 
646(25.84); 15.5711; 15.5711; 15.5644; 15.5511; 15.5313; 15.5053; 15.4734; 15.4359; 15.3933; 15.3461; 15.2948; 15.2401; 15.1826; 15.1229; 15.0618; 15; 14.9382; 14.8771; 14.8174; 14.7599; 14.7052; 14.6539; 14.6067; 14.5641; 14.5266; 14.4947; 14.4687; 14.4489; 14.4356; 14.4289; 14.4289; 
647(25.88); 15.5684; 15.5684; 15.5617; 15.5485; 15.5288; 15.5029; 15.4712; 15.4339; 15.3915; 15.3445; 15.2935; 15.239; 15.1818; 15.1224; 15.0615; 15; 14.9385; 14.8776; 14.8182; 14.761; 14.7065; 14.6555; 14.6085; 14.5661; 14.5288; 14.4971; 14.4712; 14.4515; 14.4383; 14.4316; 14.4316; 
648(25.92); 15.5657; 15.5657; 15.5591; 15.5459; 15.5263; 15.5006; 15.469; 15.4318; 15.3896; 15.3429; 15.2921; 15.2379; 15.1809; 15.1218; 15.0613; 15; 14.9387; 14.8782; 14.8191; 14.7621; 14.7079; 14.6571; 14.6104; 14.5682; 14.531; 14.4994; 14.4737; 14.4541; 14.4409; 14.4343; 14.4343; 
649(25.96); 15.5631; 15.5631; 15.5565; 15.5434; 15.5239; 15.4982; 15.4668; 15.4298; 15.3878; 15.3413; 15.2907; 15.2368; 15.1801; 15.1212; 15.061; 15; 14.939; 14.8788; 14.8199; 14.7632; 14.7093; 14.6587; 14.6122; 14.5702; 14.5332; 14.5018; 14.4761; 14.4566; 14.4435; 14.4369; 14.4369; 
650(26); 15.5605; 15.5605; 15.5539; 15.5408; 15.5214; 15.4959; 15.4646; 15.4278; 15.386; 15.3397; 15.2894; 15.2357; 15.1792; 15.1207; 15.0607; 15; 14.9393; 14.8793; 14.8208; 14.7643; 14.7106; 14.6603; 14.614; 14.5722; 14.5354; 14.5041; 14.4786; 14.4592; 14.4461; 14.4395; 14.4395; 
651(26.04); 15.5579; 15.5579; 15.5513; 15.5383; 15.519; 15.4936; 15.4624; 15.4258; 15.3842; 15.3381; 15.288; 15.2346; 15.1784; 15.1201; 15.0604; 15; 14.9396; 14.8799; 14.8216; 14.7654; 14.712; 14.6619; 14.6158; 14.5742; 14.5376; 14.5064; 14.481; 14.4617; 14.4487; 14.4421; 14.4421; 
652(26.08); 15.5553; 15.5553; 15.5487; 15.5358; 15.5166; 15.4913; 15.4603; 15.4238; 15.3824; 15.3365; 15.2867; 15.2335; 15.1776; 15.1195; 15.0601; 15; 14.9399; 14.8805; 14.8224; 14.7665; 14.7133; 14.6635; 14.6176; 14.5762; 14.5397; 14.5087; 14.4834; 14.4642; 14.4513; 14.4447; 14.4447; 
653(26.12); 15.5527; 15.5527; 15.5462; 15.5333; 15.5142; 15.489; 15.4581; 15.4218; 15.3806; 15.335; 15.2853; 15.2324; 15.1767; 15.119; 15.0598; 15; 14.9402; 14.881; 14.8233; 14.7676; 14.7147; 14.665; 14.6194; 14.5782; 14.5419; 14.511; 14.4858; 14.4667; 14.4538; 14.4473; 14.4473; 
654(26.16); 15.5501; 15.5501; 15.5436; 15.5308; 15.5118; 15.4867; 15.456; 15.4199; 15.3789; 15.3334; 15.284; 15.2313; 15.1759; 15.1184; 15.0596; 15; 14.9404; 14.8816; 14.8241; 14.7687; 14.716; 14.6666; 14.6211; 14.5801; 14.544; 14.5133; 14.4882; 14.4692; 14.4564; 14.4499; 14.4499; 
