Nx = 31
Nt = 3000
n/j; 0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 
2007(100.35); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2008(100.4); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2009(100.45); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2010(100.5); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2011(100.55); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2012(100.6); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2013(100.65); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2014(100.7); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2015(100.75); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2016(100.8); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2017(100.85); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2018(100.9); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2019(100.95); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2020(101); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2021(101.05); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2022(101.1); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2023(101.15); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2024(101.2); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2025(101.25); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2026(101.3); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2027(101.35); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2028(101.4); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2029(101.45); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2030(101.5); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2031(101.55); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2032(101.6); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2033(101.65); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2034(101.7); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2035(101.75); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2036(101.8); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2037(101.85); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2038(101.9); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2039(101.95); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2040(102); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2041(102.05); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2042(102.1); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2043(102.15); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2044(102.2); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2045(102.25); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2046(102.3); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2047(102.35); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2048(102.4); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2049(102.45); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2050(102.5); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2051(102.55); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2052(102.6); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2053(102.65); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2054(102.7); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2055(102.75); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2056(102.8); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2057(102.85); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2058(102.9); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2059(102.95); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2060(103); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2061(103.05); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2062(103.1); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2063(103.15); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2064(103.2); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2065(103.25); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2066(103.3); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2067(103.35); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2068(103.4); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2069(103.45); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2070(103.5); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2071(103.55); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2072(103.6); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2073(103.65); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2074(103.7); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2075(103.75); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2076(103.8); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2077(103.85); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2078(103.9); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2079(103.95); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2080(104); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2081(104.05); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2082(104.1); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2083(104.15); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2084(104.2); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2085(104.25); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2086(104.3); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2087(104.35); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2088(104.4); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2089(104.45); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2090(104.5); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2091(104.55); 15.0001; 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 14.9999; 
2092(104.6); 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 
2093(104.65); 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 
2094(104.7); 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 
2095(104.75); 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 
2096(104.8); 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 
2097(104.85); 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 
2098(104.9); 15.0001; 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 14.9999; 
2099(104.95); 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 
2100(105); 15.0001; 15.0001; 15.0001; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 15; 14.9999; 14.9999; 14.9999; 
